Student_ID;Maths_%;Physical_Sciences_%;Life_Sciences_%;English_%;School_Quintile;Home_Language;Socio_Economic_Background;Average_School_Score;First_Semester_Average_%;Second_Semester_Average_%;Modules_Enrolled;Modules_Passed;Success_Rate_%;Risk_Category;Dropout_Risk_Flag;STEM_Average;Home_Language_Encoded;Socio_Economic_Background_Encoded;Risk_Category_Encoded
SMU202500398;93;59;75;93;1;English;Low Income Urban;80.0;56.1;65.7;11;10;90.9;Low Risk;0;75.7;0;2;0
SMU202500399;56;84;81;56;1;isiZulu;Middle Income Rural;69.2;70.3;78.8;9;9;100.0;Low Risk;0;73.7;6;3;0
SMU202500400;49;46;74;93;5;isiZulu;Middle Income Urban;65.5;58.8;67.1;9;9;100.0;Low Risk;0;56.3;6;4;0
SMU202500401;83;72;36;75;4;isiZulu;Low Income Urban;66.5;60.2;67.5;10;10;100.0;Low Risk;0;63.7;6;2;0
SMU202500402;50;80;77;46;5;Setswana;Low Income Rural;63.2;68.4;70.0;12;10;83.3;Low Risk;0;69.0;3;1;0
SMU202500403;69;85;54;76;3;English;Middle Income Rural;71.0;76.6;68.1;8;8;100.0;Low Risk;0;69.3;0;3;0
SMU202500404;80;54;94;78;2;Xitsonga;Low Income Rural;76.5;61.2;67.1;9;9;100.0;Low Risk;0;76.0;5;1;0
SMU202500405;68;93;54;89;1;isiZulu;Low Income Urban;76.0;69.1;68.6;12;10;83.3;Low Risk;0;71.7;6;2;0
SMU202500406;74;42;74;83;4;Tshivenda;Low Income Urban;68.2;62.9;66.0;12;12;100.0;Low Risk;0;63.3;4;2;0
SMU202500407;62;83;70;52;1;Tshivenda;Low Income Urban;66.8;62.2;60.1;11;10;90.9;Low Risk;0;71.7;4;2;0
SMU202500408;58;90;57;61;2;isiZulu;Low Income Rural;66.5;77.6;66.6;12;10;83.3;Low Risk;0;68.3;6;1;0
SMU202500409;58;69;78;87;4;Xitsonga;Low Income Urban;73.0;57.8;50.7;9;9;100.0;Low Risk;0;68.3;5;2;0
SMU202500410;59;82;52;90;3;Sepedi;High Income Urban;70.8;58.3;65.8;12;12;100.0;Low Risk;0;64.3;1;0;0
SMU202500411;47;50;43;51;4;English;Low Income Rural;47.8;62.3;74.9;8;8;100.0;Low Risk;0;46.7;0;1;0
SMU202500412;73;38;93;64;5;Sesotho;Low Income Rural;67.0;67.1;79.6;8;7;87.5;Low Risk;0;68.0;2;1;0
SMU202500413;91;94;60;53;2;English;Middle Income Urban;74.5;60.3;77.0;8;8;100.0;Low Risk;0;81.7;0;4;0
SMU202500414;72;90;62;92;1;Sesotho;Low Income Urban;79.0;68.4;75.3;9;9;100.0;Low Risk;0;74.7;2;2;0
SMU202500415;42;89;42;45;4;Setswana;Low Income Rural;54.5;75.1;60.1;10;7;70.0;Moderate Risk;1;57.7;3;1;1
SMU202500416;39;86;59;80;3;isiZulu;Low Income Urban;66.0;70.5;78.0;11;9;81.8;Low Risk;0;61.3;6;2;0
SMU202500417;51;88;70;72;1;Sepedi;Middle Income Urban;70.2;72.1;70.0;9;9;100.0;Low Risk;0;69.7;1;4;0
SMU202500418;93;47;73;76;4;English;Low Income Rural;72.2;67.6;81.8;9;9;100.0;Low Risk;0;71.0;0;1;0
SMU202500419;73;47;66;89;4;Sesotho;Low Income Rural;68.8;67.7;51.5;10;10;100.0;Low Risk;0;62.0;2;1;0
SMU202500420;43;86;44;83;1;isiZulu;Low Income Rural;64.0;58.7;72.4;8;8;100.0;Low Risk;0;57.7;6;1;0
SMU202500421;46;67;79;53;1;Setswana;High Income Urban;61.2;75.8;64.1;11;10;90.9;Low Risk;0;64.0;3;0;0
SMU202500422;85;45;73;82;1;Sepedi;Middle Income Urban;71.2;68.2;70.3;12;11;91.7;Low Risk;0;67.7;1;4;0
SMU202500423;56;84;72;76;2;Xitsonga;Middle Income Urban;72.0;61.5;59.5;8;8;100.0;Low Risk;0;70.7;5;4;0
SMU202500424;55;85;36;79;2;Xitsonga;High Income Urban;63.8;61.8;61.3;10;10;100.0;Low Risk;0;58.7;5;0;0
SMU202500425;89;71;85;91;2;Setswana;Middle Income Urban;84.0;76.2;78.6;11;11;100.0;Low Risk;0;81.7;3;4;0
SMU202500426;94;80;53;74;2;isiZulu;Low Income Urban;75.2;69.4;68.9;8;8;100.0;Low Risk;0;75.7;6;2;0
SMU202500427;38;72;78;66;1;isiZulu;Low Income Urban;63.5;65.8;43.2;12;9;75.0;Low Risk;0;62.7;6;2;0
SMU202500428;58;88;76;48;4;Sepedi;Middle Income Urban;67.5;59.9;83.4;10;10;100.0;Low Risk;0;74.0;1;4;0
SMU202500429;57;65;84;59;2;English;Middle Income Urban;66.2;79.9;65.0;8;8;100.0;Low Risk;0;68.7;0;4;0
SMU202500430;92;55;59;59;1;Tshivenda;Middle Income Rural;66.2;51.3;70.0;12;11;91.7;Low Risk;0;68.7;4;3;0
SMU202500431;92;92;80;91;3;Xitsonga;Middle Income Urban;88.8;76.5;72.0;9;9;100.0;Low Risk;0;88.0;5;4;0
SMU202500432;57;38;61;57;4;English;Low Income Urban;53.2;76.5;50.9;10;7;70.0;Moderate Risk;1;52.0;0;2;1
SMU202500433;42;89;45;44;1;Sesotho;Low Income Urban;55.0;65.5;60.9;10;6;60.0;Moderate Risk;1;58.7;2;2;1
SMU202500434;74;94;85;69;2;English;Middle Income Rural;80.5;73.1;76.0;9;9;100.0;Low Risk;0;84.3;0;3;0
SMU202500435;88;62;92;69;5;Sesotho;Low Income Urban;77.8;64.9;85.3;9;9;100.0;Low Risk;0;80.7;2;2;0
SMU202500436;81;35;35;81;4;Xitsonga;Low Income Rural;58.0;55.2;56.3;10;10;100.0;Low Risk;0;50.3;5;1;0
SMU202500437;51;51;88;65;4;Tshivenda;Low Income Urban;63.8;62.8;72.8;12;12;100.0;Low Risk;0;63.3;4;2;0
SMU202500438;42;49;88;66;2;Setswana;Middle Income Urban;61.2;68.7;83.7;11;10;90.9;Low Risk;0;59.7;3;4;0
SMU202500439;81;39;60;59;3;Sepedi;Low Income Urban;59.8;69.9;65.9;9;8;88.9;Low Risk;0;60.0;1;2;0
SMU202500440;47;41;78;94;4;English;Low Income Rural;65.0;74.5;79.0;11;11;100.0;Low Risk;0;55.3;0;1;0
SMU202500441;66;92;82;83;3;Xitsonga;Middle Income Rural;80.8;67.6;74.3;10;10;100.0;Low Risk;0;80.0;5;3;0
SMU202500442;40;92;48;76;2;isiZulu;Low Income Urban;64.0;62.1;63.3;10;8;80.0;Low Risk;0;60.0;6;2;0
SMU202500443;36;65;37;93;5;English;Low Income Rural;57.8;73.0;63.9;8;8;100.0;Low Risk;0;46.0;0;1;0
SMU202500444;90;78;85;78;3;Setswana;Middle Income Urban;82.8;66.8;69.9;9;9;100.0;Low Risk;0;84.3;3;4;0
SMU202500445;63;73;94;73;1;Sesotho;Middle Income Rural;75.8;63.6;66.6;9;8;88.9;Low Risk;0;76.7;2;3;0
SMU202500446;57;40;66;81;3;Xitsonga;Middle Income Rural;61.0;64.9;69.7;12;11;91.7;Low Risk;0;54.3;5;3;0
SMU202500447;37;76;45;82;5;isiZulu;High Income Urban;60.0;60.6;79.7;8;8;100.0;Low Risk;0;52.7;6;0;0
SMU202500448;90;40;69;61;2;English;Low Income Urban;65.0;77.6;65.8;10;8;80.0;Low Risk;0;66.3;0;2;0
SMU202500449;94;46;57;53;1;Xitsonga;Middle Income Urban;62.5;69.3;58.5;8;8;100.0;Low Risk;0;65.7;5;4;0
SMU202500450;39;81;86;62;1;Sesotho;Low Income Rural;67.0;70.4;74.1;8;7;87.5;Low Risk;0;68.7;2;1;0
SMU202500451;92;64;89;80;1;Sepedi;Low Income Urban;81.2;63.9;64.9;9;9;100.0;Low Risk;0;81.7;1;2;0
SMU202500452;46;91;76;57;1;Xitsonga;Low Income Urban;67.5;62.7;66.9;10;9;90.0;Low Risk;0;71.0;5;2;0
SMU202500453;50;40;91;83;2;Sepedi;Low Income Rural;66.0;73.2;51.8;11;9;81.8;Low Risk;0;60.3;1;1;0
SMU202500454;36;60;93;66;2;English;Middle Income Urban;63.8;76.0;66.1;11;9;81.8;Low Risk;0;63.0;0;4;0
SMU202500455;51;90;70;60;1;isiZulu;Low Income Urban;67.8;66.7;63.5;11;8;72.7;Moderate Risk;1;70.3;6;2;1
SMU202500456;64;57;50;53;1;isiZulu;Middle Income Urban;56.0;49.6;61.7;12;10;83.3;Low Risk;0;57.0;6;4;0
SMU202500457;80;86;53;52;4;Setswana;Middle Income Urban;67.8;81.0;72.2;11;11;100.0;Low Risk;0;73.0;3;4;0
SMU202500458;70;36;56;71;1;isiZulu;Middle Income Urban;58.2;74.0;62.7;12;10;83.3;Low Risk;0;54.0;6;4;0
SMU202500459;88;63;70;61;2;Xitsonga;Low Income Rural;70.5;54.2;63.9;10;10;100.0;Low Risk;0;73.7;5;1;0
SMU202500460;49;91;54;48;1;Sesotho;Low Income Rural;60.5;68.3;83.2;11;8;72.7;Moderate Risk;1;64.7;2;1;1
SMU202500461;92;38;63;83;5;Sepedi;Low Income Urban;69.0;74.4;83.9;11;10;90.9;Low Risk;0;64.3;1;2;0
SMU202500462;65;53;65;92;2;Sepedi;Middle Income Urban;68.8;79.1;77.6;9;9;100.0;Low Risk;0;61.0;1;4;0
SMU202500463;73;87;65;82;1;Sesotho;Low Income Urban;76.8;70.9;87.9;11;11;100.0;Low Risk;0;75.0;2;2;0
SMU202500464;51;67;45;67;3;Sesotho;Low Income Urban;57.5;69.0;77.8;9;9;100.0;Low Risk;0;54.3;2;2;0
SMU202500465;60;45;74;89;4;isiZulu;Middle Income Urban;67.0;74.6;82.9;10;10;100.0;Low Risk;0;59.7;6;4;0
SMU202500466;83;50;36;93;2;Xitsonga;Low Income Rural;65.5;70.9;67.0;12;9;75.0;Low Risk;0;56.3;5;1;0
SMU202500467;47;90;75;93;1;Sesotho;Low Income Urban;76.2;59.7;78.4;8;8;100.0;Low Risk;0;70.7;2;2;0
SMU202500468;59;36;46;79;1;Sepedi;Low Income Urban;55.0;55.7;81.6;8;6;75.0;Low Risk;0;47.0;1;2;0
SMU202500469;61;36;65;53;4;Sesotho;Low Income Rural;53.8;70.8;50.2;11;8;72.7;Moderate Risk;1;54.0;2;1;1
SMU202500470;52;58;48;73;2;Tshivenda;High Income Urban;57.8;53.3;75.1;11;9;81.8;Low Risk;0;52.7;4;0;0
SMU202500471;70;54;52;77;1;Setswana;Low Income Rural;63.2;63.0;71.2;10;9;90.0;Low Risk;0;58.7;3;1;0
SMU202500472;48;73;65;53;2;Sesotho;Middle Income Urban;59.8;58.8;64.9;12;9;75.0;Low Risk;0;62.0;2;4;0
SMU202500473;75;88;81;83;1;isiZulu;Middle Income Urban;81.8;72.8;67.1;10;10;100.0;Low Risk;0;81.3;6;4;0
SMU202500474;65;69;51;67;1;English;Low Income Urban;63.0;65.7;71.5;12;8;66.7;Moderate Risk;1;61.7;0;2;1
SMU202500475;63;40;59;70;3;isiZulu;Low Income Rural;58.0;62.5;65.4;10;9;90.0;Low Risk;0;54.0;6;1;0
SMU202500476;66;45;73;86;2;Tshivenda;High Income Urban;67.5;51.3;65.9;9;8;88.9;Low Risk;0;61.3;4;0;0
SMU202500477;81;35;51;41;3;Sesotho;Middle Income Urban;52.0;76.3;61.4;10;8;80.0;Low Risk;0;55.7;2;4;0
SMU202500478;61;78;46;59;4;isiZulu;Middle Income Urban;61.0;80.9;68.8;10;9;90.0;Low Risk;0;61.7;6;4;0
SMU202500479;77;47;47;61;3;Sesotho;Low Income Rural;58.0;62.7;65.2;10;8;80.0;Low Risk;0;57.0;2;1;0
SMU202500480;60;82;85;65;2;Xitsonga;Low Income Rural;73.0;74.3;71.9;11;11;100.0;Low Risk;0;75.7;5;1;0
SMU202500481;46;49;65;94;3;Setswana;Low Income Urban;63.5;65.9;63.2;10;9;90.0;Low Risk;0;53.3;3;2;0
SMU202500482;80;86;72;88;5;Setswana;Middle Income Urban;81.5;62.8;82.2;11;11;100.0;Low Risk;0;79.3;3;4;0
SMU202500483;73;38;59;51;3;Setswana;Middle Income Urban;55.2;62.8;66.6;10;8;80.0;Low Risk;0;56.7;3;4;0
SMU202500484;88;88;91;91;2;Xitsonga;Middle Income Urban;89.5;74.3;69.8;9;9;100.0;Low Risk;0;89.0;5;4;0
SMU202500485;79;57;84;67;2;Xitsonga;Middle Income Urban;71.8;67.7;52.0;12;11;91.7;Low Risk;0;73.3;5;4;0
SMU202500486;69;64;62;56;1;isiZulu;Low Income Urban;62.8;64.0;75.6;12;8;66.7;Moderate Risk;1;65.0;6;2;1
SMU202500487;85;72;76;86;2;Sepedi;Middle Income Urban;79.8;69.3;74.0;8;8;100.0;Low Risk;0;77.7;1;4;0
SMU202500488;83;75;44;49;3;Sepedi;Low Income Urban;62.8;59.2;65.0;10;8;80.0;Low Risk;0;67.3;1;2;0
SMU202500489;94;68;38;56;3;isiZulu;Middle Income Urban;64.0;65.7;65.4;8;7;87.5;Low Risk;0;66.7;6;4;0
SMU202500490;69;42;58;58;3;Setswana;Low Income Rural;56.8;56.2;69.3;10;7;70.0;Moderate Risk;1;56.3;3;1;1
SMU202500491;50;69;81;70;1;Tshivenda;Middle Income Urban;67.5;68.5;41.5;9;9;100.0;Low Risk;0;66.7;4;4;0
SMU202500492;64;56;45;41;4;Sepedi;Middle Income Urban;51.5;67.4;67.1;9;7;77.8;Low Risk;0;55.0;1;4;0
SMU202500493;92;60;57;65;4;Tshivenda;Low Income Urban;68.5;87.9;73.1;10;9;90.0;Low Risk;0;69.7;4;2;0
SMU202500494;64;91;76;72;4;Tshivenda;Low Income Urban;75.8;74.3;66.7;10;10;100.0;Low Risk;0;77.0;4;2;0
SMU202500495;63;67;77;92;3;Sesotho;Low Income Rural;74.8;67.8;64.1;11;11;100.0;Low Risk;0;69.0;2;1;0
SMU202500496;52;78;72;76;4;English;High Income Urban;69.5;57.1;67.9;9;9;100.0;Low Risk;0;67.3;0;0;0
SMU202500497;68;63;58;61;5;Sepedi;Low Income Urban;62.5;64.2;68.4;8;8;100.0;Low Risk;0;63.0;1;2;0
SMU202500498;50;65;48;78;2;English;Middle Income Urban;60.2;55.6;70.3;8;7;87.5;Low Risk;0;54.3;0;4;0
SMU202500499;57;39;76;92;2;English;Low Income Rural;66.0;64.6;61.1;9;9;100.0;Low Risk;0;57.3;0;1;0
SMU202500500;37;53;44;67;3;isiZulu;Low Income Urban;50.2;58.0;61.7;12;10;83.3;Low Risk;0;44.7;6;2;0
SMU202500501;38;85;55;42;3;Sesotho;Low Income Urban;55.0;66.4;75.3;10;7;70.0;Moderate Risk;1;59.3;2;2;1
SMU202500502;87;91;41;54;4;Tshivenda;Middle Income Urban;68.2;64.2;70.6;8;8;100.0;Low Risk;0;73.0;4;4;0
SMU202500503;50;80;42;88;1;Xitsonga;Low Income Urban;65.0;65.7;58.8;11;8;72.7;Moderate Risk;1;57.3;5;2;1
SMU202500504;70;91;57;82;4;Xitsonga;Middle Income Urban;75.0;76.0;60.6;9;9;100.0;Low Risk;0;72.7;5;4;0
SMU202500505;91;62;85;66;2;isiZulu;Middle Income Urban;76.0;59.4;65.4;11;11;100.0;Low Risk;0;79.3;6;4;0
SMU202500506;82;37;60;47;5;English;Low Income Rural;56.5;63.1;66.0;12;10;83.3;Low Risk;0;59.7;0;1;0
SMU202500507;52;81;52;41;1;English;Middle Income Urban;56.5;63.7;64.3;11;8;72.7;Moderate Risk;1;61.7;0;4;1
SMU202500508;89;45;53;74;3;Tshivenda;Low Income Rural;65.2;61.8;56.8;12;11;91.7;Low Risk;0;62.3;4;1;0
SMU202500509;77;89;56;62;1;isiZulu;Low Income Urban;71.0;79.6;53.9;11;10;90.9;Low Risk;0;74.0;6;2;0
SMU202500510;62;93;86;88;5;English;High Income Urban;82.2;85.5;68.1;10;10;100.0;Low Risk;0;80.3;0;0;0
SMU202500511;57;94;88;61;3;isiZulu;Low Income Urban;75.0;62.4;59.7;12;12;100.0;Low Risk;0;79.7;6;2;0
SMU202500512;77;77;57;71;3;English;Low Income Rural;70.5;57.5;72.9;8;8;100.0;Low Risk;0;70.3;0;1;0
SMU202500513;79;78;52;63;1;Sepedi;Middle Income Urban;68.0;66.7;67.4;9;9;100.0;Low Risk;0;69.7;1;4;0
SMU202500514;43;87;79;70;3;Sesotho;Low Income Urban;69.8;51.7;63.7;12;11;91.7;Low Risk;0;69.7;2;2;0
SMU202500515;87;62;51;67;2;Sepedi;Low Income Rural;66.8;50.9;67.3;8;7;87.5;Low Risk;0;66.7;1;1;0
SMU202500516;40;79;45;53;1;Sesotho;Low Income Urban;54.2;57.1;77.3;10;6;60.0;Moderate Risk;1;54.7;2;2;1
SMU202500517;69;35;70;64;4;Setswana;Low Income Urban;59.5;67.7;75.2;9;9;100.0;Low Risk;0;58.0;3;2;0
SMU202500518;57;53;59;55;2;Sepedi;Low Income Rural;56.0;61.4;63.3;10;8;80.0;Low Risk;0;56.3;1;1;0
SMU202500519;52;68;59;84;2;Xitsonga;Middle Income Urban;65.8;54.6;69.2;10;8;80.0;Low Risk;0;59.7;5;4;0
SMU202500520;43;65;49;43;3;Xitsonga;Middle Income Urban;50.0;83.7;55.5;9;8;88.9;Low Risk;0;52.3;5;4;0
SMU202500521;81;36;63;52;4;Sesotho;Low Income Urban;58.0;68.5;66.0;8;7;87.5;Low Risk;0;60.0;2;2;0
SMU202500522;45;69;71;81;3;isiZulu;Middle Income Rural;66.5;72.9;62.3;12;12;100.0;Low Risk;0;61.7;6;3;0
SMU202500523;36;88;90;62;4;Sesotho;Middle Income Urban;69.0;75.6;64.0;12;12;100.0;Low Risk;0;71.3;2;4;0
SMU202500524;65;59;65;89;1;Sesotho;Low Income Rural;69.5;64.9;71.3;9;8;88.9;Low Risk;0;63.0;2;1;0
SMU202500525;89;40;37;74;3;Sesotho;Low Income Rural;60.0;71.9;67.7;10;7;70.0;Moderate Risk;1;55.3;2;1;1
SMU202500526;38;49;59;83;4;Xitsonga;Middle Income Rural;57.2;65.1;71.8;10;10;100.0;Low Risk;0;48.7;5;3;0
SMU202500527;83;59;50;86;4;Sepedi;Low Income Urban;69.5;64.1;89.0;11;10;90.9;Low Risk;0;64.0;1;2;0
SMU202500528;79;47;41;66;2;Tshivenda;Middle Income Urban;58.2;66.9;70.6;9;7;77.8;Low Risk;0;55.7;4;4;0
SMU202500529;89;51;80;63;2;Tshivenda;Low Income Urban;70.8;66.2;67.2;9;8;88.9;Low Risk;0;73.3;4;2;0
SMU202500530;88;90;73;69;4;Tshivenda;High Income Urban;80.0;63.0;72.5;10;10;100.0;Low Risk;0;83.7;4;0;0
SMU202500531;38;69;93;42;1;Setswana;Low Income Urban;60.5;74.4;66.2;8;8;100.0;Low Risk;0;66.7;3;2;0
SMU202500532;75;93;45;81;1;isiZulu;Low Income Rural;73.5;85.7;70.0;12;11;91.7;Low Risk;0;71.0;6;1;0
SMU202500533;82;39;82;71;5;Setswana;High Income Urban;68.5;83.2;68.1;11;11;100.0;Low Risk;0;67.7;3;0;0
SMU202500534;65;65;51;63;3;Tshivenda;Low Income Urban;61.0;74.2;79.3;9;9;100.0;Low Risk;0;60.3;4;2;0
SMU202500535;37;81;47;80;5;Sesotho;Low Income Urban;61.2;69.9;68.8;11;10;90.9;Low Risk;0;55.0;2;2;0
SMU202500536;49;78;48;68;2;Sesotho;Low Income Rural;60.8;59.6;65.9;12;10;83.3;Low Risk;0;58.3;2;1;0
SMU202500537;88;36;51;76;3;Sesotho;Middle Income Urban;62.8;77.8;65.5;11;11;100.0;Low Risk;0;58.3;2;4;0
SMU202500538;71;50;84;88;2;English;Low Income Urban;73.2;68.1;72.9;9;9;100.0;Low Risk;0;68.3;0;2;0
SMU202500539;40;51;73;64;5;Setswana;Low Income Rural;57.0;59.4;89.0;8;8;100.0;Low Risk;0;54.7;3;1;0
SMU202500540;91;36;43;82;4;Tshivenda;High Income Urban;63.0;68.6;67.1;9;9;100.0;Low Risk;0;56.7;4;0;0
SMU202500541;67;35;58;43;2;Setswana;Low Income Rural;50.8;75.6;72.4;10;6;60.0;Moderate Risk;1;53.3;3;1;1
SMU202500542;89;70;94;45;2;Sepedi;Low Income Urban;74.5;73.0;57.2;9;9;100.0;Low Risk;0;84.3;1;2;0
SMU202500543;88;47;83;76;4;Xitsonga;Middle Income Urban;73.5;66.4;82.1;9;9;100.0;Low Risk;0;72.7;5;4;0
SMU202500544;41;90;52;81;2;Sepedi;Middle Income Urban;66.0;64.6;75.8;8;8;100.0;Low Risk;0;61.0;1;4;0
SMU202500545;77;63;55;65;1;isiZulu;Low Income Rural;65.0;70.3;62.6;9;8;88.9;Low Risk;0;65.0;6;1;0
SMU202500546;72;42;35;93;2;English;Low Income Urban;60.5;59.8;66.4;10;9;90.0;Low Risk;0;49.7;0;2;0
SMU202500547;64;63;56;50;3;Xitsonga;High Income Urban;58.2;65.3;65.9;9;8;88.9;Low Risk;0;61.0;5;0;0
SMU202500548;72;48;57;64;5;Setswana;Middle Income Rural;60.2;66.1;58.5;10;9;90.0;Low Risk;0;59.0;3;3;0
SMU202500549;87;50;78;93;3;Xitsonga;Low Income Urban;77.0;62.2;62.2;11;11;100.0;Low Risk;0;71.7;5;2;0
SMU202500550;68;80;79;43;2;Setswana;Middle Income Urban;67.5;62.6;61.5;9;8;88.9;Low Risk;0;75.7;3;4;0
SMU202500551;46;40;56;71;3;English;Low Income Rural;53.2;75.1;63.1;12;9;75.0;Low Risk;0;47.3;0;1;0
SMU202500552;79;67;57;62;5;isiZulu;Low Income Urban;66.2;64.0;68.0;10;9;90.0;Low Risk;0;67.7;6;2;0
SMU202500553;89;61;91;44;4;Xitsonga;Low Income Urban;71.2;76.7;57.3;12;12;100.0;Low Risk;0;80.3;5;2;0
SMU202500554;63;68;67;80;4;Sepedi;Low Income Rural;69.5;81.8;74.1;9;9;100.0;Low Risk;0;66.0;1;1;0
SMU202500555;73;44;41;65;4;Tshivenda;Middle Income Urban;55.8;64.1;65.6;11;11;100.0;Low Risk;0;52.7;4;4;0
SMU202500556;81;76;85;51;3;English;Middle Income Urban;73.2;60.5;74.6;10;10;100.0;Low Risk;0;80.7;0;4;0
SMU202500557;84;92;36;75;2;Xitsonga;Low Income Rural;71.8;63.2;66.9;11;9;81.8;Low Risk;0;70.7;5;1;0
SMU202500558;82;77;87;77;3;Tshivenda;Low Income Urban;80.8;67.6;68.0;8;8;100.0;Low Risk;0;82.0;4;2;0
SMU202500559;58;43;38;56;3;Tshivenda;Low Income Urban;48.8;67.0;79.7;9;8;88.9;Low Risk;0;46.3;4;2;0
SMU202500560;63;58;44;84;4;isiZulu;Middle Income Rural;62.2;56.3;72.1;12;11;91.7;Low Risk;0;55.0;6;3;0
SMU202500561;83;63;65;43;4;English;High Income Urban;63.5;66.3;66.7;10;10;100.0;Low Risk;0;70.3;0;0;0
SMU202500562;49;62;71;94;5;Xitsonga;Middle Income Urban;69.0;70.4;69.2;9;9;100.0;Low Risk;0;60.7;5;4;0
SMU202500563;66;87;37;41;3;isiZulu;High Income Urban;57.8;52.1;63.2;8;8;100.0;Low Risk;0;63.3;6;0;0
SMU202500564;77;83;89;65;4;Sesotho;Low Income Rural;78.5;71.0;72.6;11;11;100.0;Low Risk;0;83.0;2;1;0
SMU202500565;35;83;59;49;2;Sesotho;Low Income Urban;56.5;61.7;85.7;11;9;81.8;Low Risk;0;59.0;2;2;0
SMU202500566;75;48;77;65;2;Sepedi;Low Income Urban;66.2;53.8;67.1;8;7;87.5;Low Risk;0;66.7;1;2;0
SMU202500567;60;45;36;53;2;Sepedi;Middle Income Rural;48.5;82.6;71.9;11;8;72.7;Moderate Risk;1;47.0;1;3;1
SMU202500568;68;78;60;60;1;Sepedi;Low Income Urban;66.5;73.1;71.1;9;8;88.9;Low Risk;0;68.7;1;2;0
SMU202500569;54;54;93;85;4;Sepedi;Middle Income Urban;71.5;54.1;63.9;11;11;100.0;Low Risk;0;67.0;1;4;0
SMU202500570;80;40;47;75;2;Setswana;Low Income Urban;60.5;60.5;48.1;12;10;83.3;Low Risk;0;55.7;3;2;0
SMU202500571;40;54;61;92;4;Setswana;Low Income Urban;61.8;63.9;57.9;12;10;83.3;Low Risk;0;51.7;3;2;0
SMU202500572;39;57;87;76;1;Tshivenda;Low Income Urban;64.8;78.6;68.2;8;6;75.0;Low Risk;0;61.0;4;2;0
SMU202500573;45;72;42;81;2;Tshivenda;Middle Income Urban;60.0;66.3;74.1;9;8;88.9;Low Risk;0;53.0;4;4;0
SMU202500574;68;75;44;56;2;Setswana;Low Income Urban;60.8;81.4;77.6;8;6;75.0;Low Risk;0;62.3;3;2;0
SMU202500575;68;76;55;61;3;Setswana;Middle Income Rural;65.0;69.4;63.5;9;9;100.0;Low Risk;0;66.3;3;3;0
SMU202500576;42;85;45;51;3;Setswana;Low Income Rural;55.8;53.6;67.6;11;7;63.6;Moderate Risk;1;57.3;3;1;1
SMU202500577;76;46;48;87;2;Sesotho;Low Income Rural;64.2;69.7;65.8;11;10;90.9;Low Risk;0;56.7;2;1;0
SMU202500578;41;43;35;65;1;isiZulu;Middle Income Urban;46.0;65.2;62.1;11;8;72.7;Moderate Risk;1;39.7;6;4;1
SMU202500579;58;85;44;47;1;Xitsonga;Low Income Rural;58.5;58.3;65.3;8;5;62.5;Moderate Risk;1;62.3;5;1;1
SMU202500580;86;66;46;87;2;Xitsonga;Low Income Urban;71.2;67.6;68.0;11;9;81.8;Low Risk;0;66.0;5;2;0
SMU202500581;45;57;68;91;2;English;Low Income Rural;65.2;61.6;73.0;8;6;75.0;Low Risk;0;56.7;0;1;0
SMU202500582;71;68;54;74;2;Sepedi;Middle Income Rural;66.8;64.0;71.6;12;12;100.0;Low Risk;0;64.3;1;3;0
SMU202500583;86;83;45;41;4;English;High Income Urban;63.8;59.0;77.4;12;12;100.0;Low Risk;0;71.3;0;0;0
SMU202500584;52;71;64;58;2;Xitsonga;Low Income Urban;61.2;72.3;67.1;11;8;72.7;Moderate Risk;1;62.3;5;2;1
SMU202500585;60;64;88;52;2;Setswana;Low Income Rural;66.0;58.0;67.8;9;9;100.0;Low Risk;0;70.7;3;1;0
SMU202500586;78;62;52;52;3;English;Middle Income Rural;61.0;74.6;65.5;12;11;91.7;Low Risk;0;64.0;0;3;0
SMU202500587;74;94;43;71;3;Setswana;Low Income Urban;70.5;58.8;76.1;9;9;100.0;Low Risk;0;70.3;3;2;0
SMU202500588;84;49;76;46;3;English;Middle Income Urban;63.8;65.4;81.6;11;11;100.0;Low Risk;0;69.7;0;4;0
SMU202500589;78;60;71;62;2;Sesotho;Low Income Rural;67.8;63.4;64.8;8;7;87.5;Low Risk;0;69.7;2;1;0
SMU202500590;38;74;50;70;1;isiZulu;Low Income Urban;58.0;65.2;67.1;9;6;66.7;Moderate Risk;1;54.0;6;2;1
SMU202500591;46;39;88;91;4;Sesotho;Low Income Rural;66.0;67.6;71.6;9;9;100.0;Low Risk;0;57.7;2;1;0
SMU202500592;45;76;72;43;1;Xitsonga;Middle Income Urban;59.0;70.6;73.9;12;8;66.7;Moderate Risk;1;64.3;5;4;1
SMU202500593;63;53;88;90;5;English;Low Income Urban;73.5;66.7;66.8;9;9;100.0;Low Risk;0;68.0;0;2;0
SMU202500594;46;68;70;76;4;Sepedi;Low Income Rural;65.0;75.4;62.0;10;8;80.0;Low Risk;0;61.3;1;1;0
SMU202500595;75;79;84;54;5;isiZulu;Low Income Rural;73.0;60.3;58.0;12;12;100.0;Low Risk;0;79.3;6;1;0
SMU202500596;51;82;93;66;3;Tshivenda;Middle Income Rural;73.0;80.8;77.3;9;9;100.0;Low Risk;0;75.3;4;3;0
SMU202500597;38;83;93;48;2;Xitsonga;Middle Income Urban;65.5;75.7;68.8;10;8;80.0;Low Risk;0;71.3;5;4;0
